Product Name,Website / Pricing,Brand name,Wyz Categories,G2 Category,G2 SubCategory,Utilisation Type,Plan Type ,Resource ,Top 5 Use Case of the Application,RFQ,,,,More Details from Customer,,,
Intercom ,https://www.intercom.com/,Intercom ,SCS- Customer Service,Live Chat Software,,Per Seat,Essential ,https://www.intercom.com/pricing,"Live Chat: Engage with website visitors in real-time to provide support and generate leads.

Chatbots: Use AI-powered chatbots to automate conversations, qualify leads, and route queries.

Email Marketing: Send personalized email campaigns and follow-ups based on customer behavior and interactions.

Knowledge Base: Create and manage a self-service knowledge base to help customers find answers quickly.

Analytics: Analyze customer interactions and support metrics to optimize engagement and support strategies.",,,,,,,,
Intercom ,https://www.intercom.com/,Intercom ,SCS- Customer Service,Live Chat Software,,Per Seat,Advanced,,,,,,,,,,
Intercom ,https://www.intercom.com/,Intercom ,SCS- Customer Service,Live Chat Software,,Per Seat,Expert,,,,,,,,,,
Keka,https://www.keka.com/,Keka,DW- HRMS,Core HR Software,,Per Seat,Foundation,https://www.keka.com/pricing,"Payroll Management: Automate payroll processing, tax calculations, and compliance management.

Attendance Tracking: Track employee attendance, leaves, and work hours with integrated time management tools.

Employee Self-Service: Enable employees to manage their profiles, requests, and documents through a self-service portal.

Performance Management: Conduct performance reviews, set goals, and track employee performance.

Recruitment: Streamline recruitment processes with applicant tracking, job postings, and interview scheduling.",,,,,,,,
Keka,https://www.keka.com/,Keka,DW- HRMS,Core HR Software,,Per Seat,Strength ,,,,,,,,,,
Keka,https://www.keka.com/,Keka,DW- HRMS,Core HR Software,,Per Seat,Growth,,,,,,,,,,
Keka,https://www.keka.com/,Keka,DW- HRMS,Core HR Software,,Per Seat,Basic,,,,,,,,,,
Keka,https://www.keka.com/,Keka,DW- HRMS,Core HR Software,,Per Seat,Pro,,,,,,,,,,
Keka,https://www.keka.com/,Keka,DW- HRMS,Core HR Software,,Per Seat,Advanced,,,,,,,,,,
Zoho People,https://www.zoho.com/people/,Zoho,DW- HRMS,Core HR Software,,Per Seat,ESSENTIAL HR,https://www.zoho.com/people/pricing,"Employee Management: Manage employee records, profiles, and documents in a centralized system.

Attendance and Leave: Track employee attendance, leaves, and work hours with integrated time management tools.

Performance Management: Conduct performance reviews, set goals, and track employee performance.

Payroll Integration: Integrate with payroll systems for seamless payroll processing and management.

Employee Self-Service: Enable employees to manage their profiles, requests, and documents through a self-service portal.",,,,,,,,
Zoho People,https://www.zoho.com/people/,Zoho,DW- HRMS,Core HR Software,,Per Seat,PROFESSIONAL,,,,,,,,,,
Zoho People,https://www.zoho.com/people/,Zoho,DW- HRMS,Core HR Software,,Per Seat,PREMIUM,,,,,,,,,,
Zoho People,https://www.zoho.com/people/,Zoho,DW- HRMS,Core HR Software,,Per Seat,ENTERPRISE,,,,,,,,,,
Zoho People,https://www.zoho.com/people/,Zoho,DW- HRMS,Core HR Software,,Per Seat,PEOPLE PLUS,,,,,,,,,,
GreytHR,https://www.greythr.com/,Grey Tip software,DW- HRMS,Core HR Software,,Per Seat,Starter,https://www.greythr.com/pricing,"IT Service Management: Manage IT service requests, incidents, and problems with a comprehensive ticketing system.

Asset Management: Track and manage IT assets, including hardware, software, and licenses.

Change Management: Plan, approve, and implement changes to IT infrastructure with change management workflows.

Automation: Automate repetitive tasks and workflows to improve efficiency and reduce manual effort.

Reporting and Analytics: Generate detailed reports on service performance, asset utilization, and incident trends.",,,,,,,,
GreytHR,https://www.greythr.com/,Grey Tip software,DW- HRMS,Core HR Software,,Per Seat,Essential,,,,,,,,,,
GreytHR,https://www.greythr.com/,Grey Tip software,DW- HRMS,Core HR Software,,Per Seat,Growth,,,,,,,,,,
GreytHR,https://www.greythr.com/,Grey Tip software,DW- HRMS,Core HR Software,,Per Seat,Enterprise,,,,,,,,,,
Freshservice,https://www.freshworks.com/freshservice/,Freshworks,DPDT,IT Service Management Tools,,Per Seat,Starter,https://www.freshworks.com/freshservice/pricing,"IT Service Management: Manage IT service requests, incidents, and problems with a comprehensive ticketing system.

Asset Management: Track and manage IT assets, including hardware, software, and licenses.

Change Management: Plan, approve, and implement changes to IT infrastructure with change management workflows.

Automation: Automate repetitive tasks and workflows to improve efficiency and reduce manual effort.

Reporting and Analytics: Generate detailed reports on service performance, asset utilization, and incident trends.",,,,,,,,
Freshservice,https://www.freshworks.com/freshservice/,Freshworks,DPDT,IT Service Management Tools,,Per Seat,Growth,,,,,,,,,,
Freshservice,https://www.freshworks.com/freshservice/,Freshworks,DPDT,IT Service Management Tools,,Per Seat,Pro,,,,,,,,,,
Freshservice,https://www.freshworks.com/freshservice/,Freshworks,DPDT,IT Service Management Tools,,Per Seat,Enterprise,,,,,,,,,,
Zoho Assist,https://www.zoho.com/assist/,Zoho,SCS- Customer Service,Remote Support Software,,Per Seat,STANDARD,https://www.zoho.com/assist/pricing,"Remote Support: Provide remote support to customers and employees with screen sharing and control features.

Unattended Access: Set up unattended remote access to manage and troubleshoot devices without user intervention.

File Transfer: Transfer files between local and remote devices securely during support sessions.

Session Recording: Record remote support sessions for training, auditing, and compliance purposes.

Integration: Integrate with other Zoho products and third-party tools to streamline support workflows.",,,,,,,,
Zoho Assist,https://www.zoho.com/assist/,Zoho,SCS- Customer Service,Remote Support Software,,Per Seat,PROFESSIONAL,,,,,,,,,,
Zoho Assist,https://www.zoho.com/assist/,Zoho,SCS- Customer Service,Remote Support Software,,Per Seat,ENTERPRISE,,,,,,,,,,
Spiceworks,https://www.spiceworks.com/,Cloud Help Desk,SCS- Customer Service,Help Desk Software,,Per Seat,Individual Plan,https://www.spiceworks.com/pricing,"Help Desk: Manage IT service requests, incidents, and problems with a robust help desk solution.

Network Monitoring: Monitor network performance, detect issues, and receive alerts for proactive management.

Asset Management: Track and manage IT assets, including hardware, software, and licenses.

Knowledge Base: Create and maintain a self-service knowledge base to help users find answers quickly.

Reporting and Analytics: Generate detailed reports on service performance, asset utilization, and incident trends.",,,,,,,,
Spiceworks,https://www.spiceworks.com/,Cloud Help Desk,SCS- Customer Service,Help Desk Software,,Per Seat,Team Plan,,,,,,,,,,
Spiceworks,https://www.spiceworks.com/,Cloud Help Desk,SCS- Customer Service,Help Desk Software,,Per Seat,Enterprise Plan,,,,,,,,,,
Spiceworks,https://www.spiceworks.com/,Cloud Help Desk,SCS- Customer Service,Help Desk Software,,Per Seat,Custom Plan,,,,,,,,,,
OfficeRnD ,https://www.officernd.com/,OfficeRnD ,DW,Space Management Software,,Per Seat,Start,https://www.officernd.com/pricing,"Workspace Management: Manage coworking spaces, offices, and meeting rooms with a centralized platform.

Member Management: Track member profiles, contracts, and billing information.

Booking System: Enable members to book rooms, desks, and resources through an integrated booking system.

Billing and Payments: Automate billing processes, generate invoices, and handle payments efficiently.

Community Engagement: Foster community engagement with events, announcements, and member directories.",,,,,,,,
OfficeRnD ,https://www.officernd.com/,OfficeRnD ,DW,Space Management Software,,Per Seat,Grow,,,,,,,,,,
OfficeRnD ,https://www.officernd.com/,OfficeRnD ,DW,Space Management Software,,Per Seat,Scale,,,,,,,,,,
Envoy ,https://envoy.com/,Envoy ,DW,Other Product Suites Software,,Per Seat,Basic (Free),https://envoy.com/pricing,"Visitor Management: Streamline visitor check-in processes with digital sign-in, badges, and notifications.

Workplace Safety: Manage health and safety protocols, including health screenings and capacity limits.

Employee Sign-In: Track employee attendance and manage workplace access with touchless sign-in options.

Package Management: Track and manage incoming packages and deliveries for employees and tenants.

Analytics and Reporting: Generate reports on visitor activity, compliance, and workplace utilization.",,,,,,,,
Envoy ,https://envoy.com/,Envoy ,DW,Other Product Suites Software,,Per Seat,Standard,,,,,,,,,,
Envoy ,https://envoy.com/,Envoy ,DW,Other Product Suites Software,,Per Seat,Premium,,,,,,,,,,
Envoy ,https://envoy.com/,Envoy ,DW,Other Product Suites Software,,Per Seat,Enterprise,,,,,,,,,,
Zoho Books,https://www.zoho.com/in/books/,Zoho,DW,Accounting & Finance Software,,Per Seat,STANDARD,https://www.zoho.com/in/books/pricing,"Invoicing: Create, send, and manage invoices with customizable templates and automated reminders.

Expense Tracking: Track business expenses, categorize transactions, and manage reimbursements.

Bank Reconciliation: Reconcile bank statements with accounting records to ensure accuracy.

Financial Reporting: Generate detailed financial reports, including profit and loss, balance sheets, and cash flow statements.

Inventory Management: Track and manage inventory levels, purchase orders, and sales.",,,,,,,,
Zoho Books,https://www.zoho.com/in/books/,Zoho,DW,Accounting & Finance Software,,Per Seat,PROFESSIONAL,,,,,,,,,,
Zoho Books,https://www.zoho.com/in/books/,Zoho,DW,Accounting & Finance Software,,Per Seat,PREMIUM,,,,,,,,,,
Vyapar,https://vyaparapp.in/,Axonify,DW,Accounting & Finance Software,,Per Seat,Silver Plan,https://vyaparapp.in/pricing,"Invoicing: Create, send, and manage invoices with customizable templates and automated reminders.

Expense Tracking: Track business expenses, categorize transactions, and manage reimbursements.

Inventory Management: Track and manage inventory levels, purchase orders, and sales.

GST Compliance: Ensure compliance with GST regulations, including filing returns and generating GST reports.

Financial Reporting: Generate detailed financial reports, including profit and loss, balance sheets, and cash flow statements.",,,,,,,,
Vyapar,https://vyaparapp.in/,Axonify,DW,Accounting & Finance Software,,Per Seat,Gold Plan,,,,,,,,,,
ProfitBooks,https://profitbooks.net/,ProfitBooks,DW,Inventory Management Software,Inventory Control Software,Per Seat,STARTUP,https://profitbooks.net/pricing,"Invoicing: Create, send, and manage invoices with customizable templates and automated reminders.

Expense Tracking: Track business expenses, categorize transactions, and manage reimbursements.

Inventory Management: Track and manage inventory levels, purchase orders, and sales.

Payroll Management: Automate payroll processing, tax calculations, and compliance management.

Financial Reporting: Generate detailed financial reports, including profit and loss, balance sheets, and cash flow statements.",,,,,,,,
ProfitBooks,https://profitbooks.net/,ProfitBooks,DW,Inventory Management Software,Inventory Control Software,Per Seat,SMB,,,,,,,,,,
Xero ,https://www.xero.com/,Xero ,DW,Accounting & Finance Software,Accounting Software,Per Seat,Starter,https://www.xero.com/pricing,"Invoicing: Create, send, and manage invoices with customizable templates and automated reminders.

Expense Tracking: Track business expenses, categorize transactions, and manage reimbursements.

Bank Reconciliation: Reconcile bank statements with accounting records to ensure accuracy.

Financial Reporting: Generate detailed financial reports, including profit and loss, balance sheets, and cash flow statements.

Payroll Management: Automate payroll processing, tax calculations, and compliance management.",,,,,,,,
Xero ,https://www.xero.com/,Xero ,DW,Accounting & Finance Software,Accounting Software,Per Seat,Standard,,,,,,,,,,
Xero ,https://www.xero.com/,Xero ,DW,Accounting & Finance Software,Accounting Software,Per Seat,Premium,,,,,,,,,,
Tally ERP 9,https://tallysolutions.com/download/,Alcode,DW,Accounting & Finance Software,Accounting Software,Per Seat,SILVER RENTAL,https://tallysolutions.com/download/pricing,"Accounting: Manage financial transactions, general ledger, and financial statements.

Inventory Management: Track and manage inventory levels, purchase orders, and sales.

GST Compliance: Ensure compliance with GST regulations, including filing returns and generating GST reports.

Payroll Management: Automate payroll processing, tax calculations, and compliance management.

Bank Reconciliation: Reconcile bank statements with accounting records to ensure accuracy.",,,,,,,,
Tally ERP 9,https://tallysolutions.com/download/,Alcode,DW,Accounting & Finance Software,Accounting Software,Per Seat,SILVER,,,,,,,,,,
Tally ERP 9,https://tallysolutions.com/download/,Alcode,DW,Accounting & Finance Software,Accounting Software,Per Seat,GOLD RENTAL,,,,,,,,,,
Tally ERP 9,https://tallysolutions.com/download/,Alcode,DW,Accounting & Finance Software,Accounting Software,Per Seat,GOLD,,,,,,,,,,
DocuSign ,https://www.docusign.com/en-in,DocuSign ,SCS- CLM,Contract Lifecycle Management (CLM) Software,,Per Seat,Personal,https://www.docusign.com/en-inpricing,"Electronic Signatures: Obtain legally binding electronic signatures for documents, contracts, and agreements.

Document Management: Store, manage, and organize signed documents in a secure repository.

Workflow Automation: Automate document workflows, including routing, approvals, and notifications.

Integration: Integrate with CRM systems, productivity tools, and other apps for seamless document management.

Compliance: Ensure compliance with industry standards and regulations for electronic signatures and document security.",,,,,,,,
DocuSign ,https://www.docusign.com/en-in,DocuSign ,SCS- CLM,Contract Lifecycle Management (CLM) Software,,Per Seat,Standard,,,,,,,,,,
DocuSign ,https://www.docusign.com/en-in,DocuSign ,SCS- CLM,Contract Lifecycle Management (CLM) Software,,Per Seat,Business Pro,,,,,,,,,,
SignNow,https://www.signnow.com/,Air slate,SCS- CLM,E-Signature Software,,Per Seat,Business,https://www.signnow.com/pricing,"Electronic Signatures: Obtain legally binding electronic signatures for documents, contracts, and agreements.

Document Management: Store, manage, and organize signed documents in a secure repository.

Workflow Automation: Automate document workflows, including routing, approvals, and notifications.

Templates: Create and use reusable templates for frequently signed documents to save time.

Integration: Integrate with CRM systems, productivity tools, and other apps for seamless document management.",,,,,,,,
SignNow,https://www.signnow.com/,Air slate,SCS- CLM,E-Signature Software,,Per Seat,Business Premium,,,,,,,,,,
SignNow,https://www.signnow.com/,Air slate,SCS- CLM,E-Signature Software,,Per Seat,Enterprise,,,,,,,,,,
SignNow,https://www.signnow.com/,Air slate,SCS- CLM,E-Signature Software,,Per Seat,Site License,,,,,,,,,,
Zoho Sign,https://www.zoho.com/en-in/sign/,Zoho,SCS- CLM,E-Signature Software,,Per Seat,FREE,https://www.zoho.com/en-in/sign/pricing,"Electronic Signatures: Obtain legally binding electronic signatures for documents, contracts, and agreements.

Document Management: Store, manage, and organize signed documents in a secure repository.

Workflow Automation: Automate document workflows, including routing, approvals, and notifications.

Templates: Create and use reusable templates for frequently signed documents to save time.

Integration: Integrate with other Zoho apps and third-party tools for seamless document management.",,,,,,,,
Zoho Sign,https://www.zoho.com/en-in/sign/,Zoho,SCS- CLM,E-Signature Software,,Per Seat,STANDARD,,,,,,,,,,
Zoho Sign,https://www.zoho.com/en-in/sign/,Zoho,SCS- CLM,E-Signature Software,,Per Seat,PROFESSIONAL,,,,,,,,,,
Zoho Sign,https://www.zoho.com/en-in/sign/,Zoho,SCS- CLM,E-Signature Software,,Per Seat,ENTERPRISE,,,,,,,,,,
PartnerStack ,https://partnerstack.com/,PartnerStack ,SCS- Sales & Marketing,Partnerships Management,Partner Relationship Management (PRM) Software,,,https://partnerstack.com/pricing,"Partner Management: Manage and track partner relationships, including onboarding, training, and performance.

Commission Tracking: Automate commission calculations, payments, and tracking for partners.

Marketing Collaboration: Collaborate with partners on co-marketing initiatives and campaigns.

Analytics and Reporting: Generate detailed reports on partner performance, sales, and commission payouts.

Integration: Integrate with CRM systems, marketing tools, and other apps for a unified partner ecosystem.",,,,,,,,
PitchBook ,https://pitchbook.com/,PitchBook ,SCS- Sales & Marketing,Financial Services Software,Financial Research Software,,Starter,,"Market Research: Access comprehensive data on private and public companies, investments, and industry trends.

Deal Sourcing: Identify and track potential investment opportunities and deal flow.

Valuation Analysis: Analyze company valuations, financials, and comparables for informed investment decisions.

Due Diligence: Conduct due diligence with detailed company profiles, financials, and deal histories.

Custom Reports: Generate custom reports and presentations for clients, stakeholders, and internal analysis.",,,,,,,,
Crunchbase ,https://www.crunchbase.com/,Crunchbase ,SCS- Sales & Marketing,Sales Intelligence Software,,Per Seat,Pro,https://www.crunchbase.com/buy/select-product,"Company Research: Discover detailed information on companies, including financials, funding rounds, and key personnel.

Investor Insights: Track investor activities, portfolio companies, and investment trends.

Market Trends: Analyze industry trends and emerging markets with aggregated data and news updates.

Lead Generation: Identify potential clients, partners, and investment opportunities using advanced search filters.

Competitive Analysis: Compare competitors’ profiles, growth metrics, and market strategies.",,,,,,,,
Crunchbase ,https://www.crunchbase.com/,Crunchbase ,SCS- Sales & Marketing,Sales Intelligence Software,,Per Seat,Enterprise,,,,,,,,,,
DealRoom ,https://dealroom.co/,DealRoom ,DW,Financial Services Software,M&A Software,Per Seat,Starter,https://dealroom.co/pricing,"Due Diligence: Streamline due diligence processes with centralized document management and collaboration tools.

Project Management: Manage M&A transactions and projects with task assignments, timelines, and progress tracking.

Secure File Sharing: Share sensitive documents securely with encrypted storage and access controls.

Analytics and Reporting: Generate detailed reports on deal progress, activity logs, and team performance.

Integration: Integrate with CRM systems, communication tools, and other apps for seamless workflows.",,,,,,,,
DealRoom ,https://dealroom.co/,DealRoom ,DW,Financial Services Software,M&A Software,Per Seat,Team,,,,,,,,,,
DealRoom ,https://dealroom.co/,DealRoom ,DW,Financial Services Software,M&A Software,Per Seat,Corporate,,,,,,,,,,
Google Forms,https://www.google.com/forms,Google,SCS- CLM,Office Suites Software,,Per Seat,Business Standard,https://www.google.com/formspricing,"Survey Creation: Design and distribute surveys, quizzes, and feedback forms with customizable templates.

Data Collection: Collect and organize responses in real-time with automatic aggregation in Google Sheets.

Event Registration: Create registration forms for events, webinars, and workshops.

Customer Feedback: Gather customer feedback and insights through structured forms.

Quizzes and Assessments: Create educational quizzes and assessments with automated grading.",,,,,,,,
Google Forms,https://www.google.com/forms,Google,SCS- CLM,Office Suites Software,,Per Seat,Free,,,,,,,,,,
Zoho Projects,https://www.zoho.com/projects/,Zoho,DW- Productivity,"Project, Portfolio & Program Management Software",Project Management Software,Per Seat,FREE,https://www.zoho.com/projects/pricing,"Task Management: Plan, assign, and track tasks with customizable workflows and timelines.

Collaboration: Enhance team collaboration with shared documents, forums, and real-time chat.

Gantt Charts: Visualize project timelines and dependencies with interactive Gantt charts.

Time Tracking: Track time spent on tasks and projects for accurate billing and productivity analysis.

Reporting: Generate detailed reports on project progress, resource utilization, and team performance.",,,,,,,,
Zoho Projects,https://www.zoho.com/projects/,Zoho,DW- Productivity,"Project, Portfolio & Program Management Software",Project Management Software,Per Seat,PREMIUM,,,,,,,,,,
Zoho Projects,https://www.zoho.com/projects/,Zoho,DW- Productivity,"Project, Portfolio & Program Management Software",Project Management Software,Per Seat,ENTERPRISE,,,,,,,,,,
Asana ,https://asana.com/,Asana ,DW- Productivity,"Project, Portfolio & Program Management Software",Project Collaboration Software,Per Seat,Personal,https://asana.com/pricing,"Task Management: Create and manage tasks, subtasks, and projects with customizable workflows.

Project Tracking: Visualize project progress with timelines, boards, and calendars.

Team Collaboration: Enhance team collaboration with shared projects, task comments, and real-time notifications.

Automation: Automate repetitive tasks and workflows to improve efficiency and consistency.

Reporting: Generate insights on project performance, task completion rates, and team productivity.",,,,,,,,
Asana ,https://asana.com/,Asana ,DW- Productivity,"Project, Portfolio & Program Management Software",Project Collaboration Software,Per Seat,Starter,,,,,,,,,,
Asana ,https://asana.com/,Asana ,DW- Productivity,"Project, Portfolio & Program Management Software",Project Collaboration Software,Per Seat,Advanced,,,,,,,,,,
Monday.com,https://monday.com/,Monday.com,DW- Productivity,"Project, Portfolio & Program Management Software",Project Management Software,Per Seat,Free,https://monday.com/pricing,"Work Management: Plan and manage tasks, projects, and workflows with customizable boards and templates.

Collaboration: Foster team collaboration with shared boards, comments, and real-time updates.

Automation: Automate routine tasks and workflows to increase efficiency and reduce manual effort.

Dashboards: Create visual dashboards to track project progress, timelines, and performance metrics.

Integration: Connect with other tools and apps to streamline workflows and data management.",,,,,,,,
Monday.com,https://monday.com/,Monday.com,DW- Productivity,"Project, Portfolio & Program Management Software",Project Management Software,Per Seat,Basic,,,,,,,,,,
Monday.com,https://monday.com/,Monday.com,DW- Productivity,"Project, Portfolio & Program Management Software",Project Management Software,Per Seat,Standard,,,,,,,,,,
Monday.com,https://monday.com/,Monday.com,DW- Productivity,"Project, Portfolio & Program Management Software",Project Management Software,Per Seat,Pro,,,,,,,,,,
Monday.com,https://monday.com/,Monday.com,DW- Productivity,"Project, Portfolio & Program Management Software",Project Management Software,Per Seat,Enterprise,,,,,,,,,,
Smartsheet,https://www.smartsheet.com/,Smartsheet,DW- Productivity,"Project, Portfolio & Program Management Software",Project Management Software,Per Seat,Pro,https://www.smartsheet.com/pricing,"Project Management: Manage projects and tasks with customizable sheets, templates, and workflows.

Collaboration: Collaborate with team members through shared sheets, comments, and real-time updates.

Automation: Automate repetitive tasks and workflows to improve efficiency and consistency.

Dashboards: Create interactive dashboards to visualize project progress, timelines, and key metrics.

Reporting: Generate detailed reports on project performance, resource utilization, and team productivity.",,,,,,,,
Smartsheet,https://www.smartsheet.com/,Smartsheet,DW- Productivity,"Project, Portfolio & Program Management Software",Project Management Software,Per Seat,Business ,,,,,,,,,,
Smartsheet,https://www.smartsheet.com/,Smartsheet,DW- Productivity,"Project, Portfolio & Program Management Software",Project Management Software,Per Seat,Enterprise,,,,,,,,,,
Power BI,https://www.microsoft.com/en-us/power-platform/products/power-bi,Microsoft,SCS- Analytics,Analytics Platforms,,Per Seat,Free,https://www.microsoft.com/en-us/power-platform/products/power-bipricing,"Data Visualization: Create interactive and customizable data visualizations with drag-and-drop functionality.

Data Integration: Connect to various data sources, including databases, spreadsheets, and cloud services.

Real-Time Analytics: Monitor real-time data and generate insights with live dashboards and reports.

Collaboration: Share reports and dashboards with team members and stakeholders for collaborative analysis.

Custom Reports: Generate detailed and custom reports for in-depth data analysis and decision-making",,,,,,,,
Power BI,https://www.microsoft.com/en-us/power-platform/products/power-bi,Microsoft,SCS- Analytics,Analytics Platforms,,Per Seat,"Variable
                             ",,,,,,,,,,
Tableau ,https://www.tableau.com/,Salesforce,SCS- Analytics,Analytics Platforms,,Per Seat,Tableau Creator,https://www.tableau.com/pricing,"Data Visualization: Create interactive and dynamic data visualizations with an intuitive drag-and-drop interface.

Data Integration: Connect to multiple data sources, including databases, spreadsheets, and cloud services.

Real-Time Analytics: Monitor and analyze real-time data with live dashboards and visualizations.

Collaboration: Share dashboards and reports with team members and stakeholders for collaborative analysis.

Custom Reports: Generate detailed and custom reports for in-depth data analysis and insights.",,,,,,,,
Tableau ,https://www.tableau.com/,Salesforce,SCS- Analytics,Analytics Platforms,,Per Seat,Tableau Explorer,,,,,,,,,,
Tableau ,https://www.tableau.com/,Salesforce,SCS- Analytics,Analytics Platforms,,Per Seat,Tableau Viewer,,,,,,,,,,
Productboard,https://www.productboard.com/,Productboard,DW- Productivity,Product Management Software,,Per Seat,Starter,https://www.productboard.com/pricing,"Product Roadmapping: Plan and visualize product roadmaps with customizable boards and timelines.

Feature Prioritization: Prioritize features and initiatives based on customer feedback, business goals, and impact.

Customer Feedback: Collect and organize customer feedback to inform product decisions and development.

Collaboration: Enhance team collaboration with shared roadmaps, comments, and real-time updates.

Reporting: Generate reports on product progress, feature development, and customer satisfaction.",,,,,,,,
Productboard,https://www.productboard.com/,Productboard,DW- Productivity,Product Management Software,,Per Seat,Essentials,,,,,,,,,,
Productboard,https://www.productboard.com/,Productboard,DW- Productivity,Product Management Software,,Per Seat,Pro,,,,,,,,,,
Productboard,https://www.productboard.com/,Productboard,DW- Productivity,Product Management Software,,Per Seat,Enterprise,,,,,,,,,,
BrowserStack,https://www.browserstack.com/,BrowserStack,DW- Productivity,Software Testing Tools,,Per Seat,Desktop,https://www.browserstack.com/pricing,"Cross-Browser Testing: Test websites and applications across multiple browsers and devices in real-time.

Automated Testing: Automate functional and regression testing with integrated testing frameworks and tools.

Visual Testing: Perform visual testing to ensure UI consistency and accuracy across different environments.

Performance Testing: Test and analyze website performance across various browsers and devices.

Integration: Integrate with CI/CD pipelines and testing tools for seamless workflows.",,,,,,,,
BrowserStack,https://www.browserstack.com/,BrowserStack,DW- Productivity,Software Testing Tools,,Per Seat,Desktop & Mobile,,,,,,,,,,
BrowserStack,https://www.browserstack.com/,BrowserStack,DW- Productivity,Software Testing Tools,,Per Seat,Team ,,,,,,,,,,
BrowserStack,https://www.browserstack.com/,BrowserStack,DW- Productivity,Software Testing Tools,,Per Seat,Team Pro,,,,,,,,,,
BrowserStack,https://www.browserstack.com/,BrowserStack,DW- Productivity,Software Testing Tools,,Per Seat,Enterprise,,,,,,,,,,
Lambdatest,https://www.lambdatest.com/intl/en-in,Lambdatest,DW- Productivity,Software Testing Tools,,Usage Based,Free,https://www.lambdatest.com/intl/en-inpricing,"Cross-Browser Testing: Test websites and applications across multiple browsers, operating systems, and devices.

Automated Testing: Automate functional and regression testing with integrated testing frameworks and tools.

Visual Testing: Conduct visual testing to ensure UI consistency and accuracy across different environments.

Real-Time Testing: Perform real-time testing to identify and fix issues quickly across various browsers and devices.

Integration: Integrate with CI/CD pipelines and testing tools for streamlined testing workflows.",,,,,,,,
Lambdatest,https://www.lambdatest.com/intl/en-in,Lambdatest,DW- Productivity,Software Testing Tools,,Usage Based,Live,,,,,,,,,,
Lambdatest,https://www.lambdatest.com/intl/en-in,Lambdatest,DW- Productivity,Software Testing Tools,,Usage Based,Real Device,,,,,,,,,,
Lambdatest,https://www.lambdatest.com/intl/en-in,Lambdatest,DW- Productivity,Software Testing Tools,,Usage Based,Enterprise,,,,,,,,,,
HubSpot Sales,https://www.hubspot.in/pricing/sales/enterprise?term=annual,HubSpot,SCS- Sales & Marketing,CRM Software,,Per Seat,"Professional",https://www.hubspot.in/pricing/sales/enterprise?term=annualpricing,"Lead Management: Capture, track, and nurture leads through the sales pipeline with automated workflows.

Email Tracking: Track email opens, clicks, and replies to measure engagement and optimize follow-ups.

Sales Automation: Automate sales tasks, such as follow-ups, task assignments, and approvals, to improve efficiency.

Pipeline Management: Visualize and manage sales pipelines with customizable stages and reporting.

Integration: Connect with CRM systems, marketing tools, and other apps for a unified sales ecosystem.",,,,,,,,
HubSpot Sales,https://www.hubspot.in/pricing/sales/enterprise?term=annual,HubSpot,SCS- Sales & Marketing,CRM Software,,Per Seat,Enterprise,,,,,,,,,,
Pipedrive,https://www.pipedrive.com/,Pipedrive,SCS- Sales & Marketing,CRM Software,,Per Seat,Essentials,https://www.pipedrive.com/pricing,"Pipeline Management: Visualize and manage sales pipelines with customizable stages and workflows.

Lead Management: Capture, track, and nurture leads through the sales process with automated workflows.

Email Integration: Integrate with email systems to track communication and automate follow-ups.

Sales Reporting: Generate detailed reports on sales performance, pipeline progress, and conversion rates.

Automation: Automate repetitive sales tasks to improve efficiency and consistency.",,,,,,,,
Pipedrive,https://www.pipedrive.com/,Pipedrive,SCS- Sales & Marketing,CRM Software,,Per Seat,Advanced,,,,,,,,,,
Pipedrive,https://www.pipedrive.com/,Pipedrive,SCS- Sales & Marketing,CRM Software,,Per Seat,"Professional",,,,,,,,,,
Pipedrive,https://www.pipedrive.com/,Pipedrive,SCS- Sales & Marketing,CRM Software,,Per Seat,Power,,,,,,,,,,
Pipedrive,https://www.pipedrive.com/,Pipedrive,SCS- Sales & Marketing,CRM Software,,Per Seat,Enterprise,,,,,,,,,,
Outreach,https://www.outreach.io/,Outreach,SCS- Sales & Marketing,Sales Acceleration Software,Sales Engagement Software,Per Seat,Engage,https://www.outreach.io/pricing,"Sales Engagement: Automate and manage multi-channel sales outreach with personalized email sequences.

Lead Management: Track and nurture leads through the sales pipeline with automated workflows.

Email Tracking: Monitor email opens, clicks, and replies to measure engagement and optimize follow-ups.

Reporting and Analytics: Generate detailed reports on sales activities, engagement metrics, and performance
.
Integration: Integrate with CRM systems, marketing tools, and other apps for a unified sales process.",,,,,,,,
Outreach,https://www.outreach.io/,Outreach,SCS- Sales & Marketing,Sales Acceleration Software,Sales Engagement Software,Per Seat,Call (Voice package),,,,,,,,,,
Outreach,https://www.outreach.io/,Outreach,SCS- Sales & Marketing,Sales Acceleration Software,Sales Engagement Software,Per Seat,Meet,,,,,,,,,,
Outreach,https://www.outreach.io/,Outreach,SCS- Sales & Marketing,Sales Acceleration Software,Sales Engagement Software,Per Seat,Deal,,,,,,,,,,
Outreach,https://www.outreach.io/,Outreach,SCS- Sales & Marketing,Sales Acceleration Software,Sales Engagement Software,Per Seat,Forecast,,,,,,,,,,
